Frequency (Hz)	Amplitude
31.96681701030928	0.0004042205683439054
75.18121778350516	0.0015679185031161232
126.68331185567011	0.0012404235524531224
163.97793170103094	0.000926982255353291
181.7372744845361	0.0010387387339459808
189.43298969072168	0.0009408594992859618
239.1591494845361	0.003255976636206763
282.9655283505155	0.0011179604673555758
300.72487113402065	0.0008056896976822274
321.4441043814433	0.0032948079601920247
339.2034471649485	0.0007245065057829513
393.66543170103097	0.0008595966878185102
398.401256443299	0.0005645444654570121
413.7926868556701	0.0006609123636181844
436.8798324742269	0.0007821531711404612
448.12741623711344	0.0009281713182513321
464.1108247422681	0.0010279105155268963
484.8300579896908	0.0009132520775495887
497.2615979381444	0.0008297908083397817
508.50918170103097	0.0012063300465295875
518.5728092783505	0.0015934630031897202
533.3722615979382	0.0007571737226773509
541.0679768041238	0.0008198804329481035
546.9877577319588	0.0010864144491946985
599.0818298969073	0.0030295017422004326
721.6212951030928	0.00030742848621423944
776.6752577319588	0.001000124541721872
995.1151739690723	0.0006090490086081968
1211.1871778350517	0.00038563733768157116
