Frequency (Hz)	Amplitude
21.400000000000002	0.00013091264419990933
22.8	0.00013720350026301363
23.200000000000003	0.0001410380826611441
24.400000000000002	0.0001901582932456239
25.200000000000003	0.00037809195938029206
26.0	0.00042862173455283714
26.6	0.00022270583271372145
27.0	0.00040006943443926757
28.200000000000003	0.0005311180674488043
29.0	0.0007049361403425336
29.400000000000002	0.0004812444507562705
30.0	0.0006209848166974921
30.6	0.0006802113734845019
31.400000000000002	0.0008678267007019883
32.2	0.0011783481693811166
33.0	0.0014846268672715156
33.800000000000004	0.0019189249378782844
34.800000000000004	0.0031850369095487597
35.800000000000004	0.04048472835161221
37.2	0.0015961562982793158
38.2	0.0009286552811257916
39.0	0.0008505479866507278
39.400000000000006	0.0005528274035650113
40.0	0.0006537531996059913
40.6	0.000632227364868588
41.2	0.0007228673091957178
41.6	0.0006868696258247551
42.0	0.0002911674371353399
42.6	0.0005049077605299051
43.6	0.0003482874966946172
44.2	0.00040563009879701845
45.0	0.0002969343567867108
46.6	0.00036589105007940603
47.2	0.0003687031650817961
48.6	0.0002244538810723201
49.0	0.0002828425553932112
50.0	0.0013135017371011975
51.0	0.00019538456048144595
52.6	0.0001538638317555715
53.0	0.00013480814718114275
53.400000000000006	0.00016102129632831474
53.800000000000004	0.0002046021832644716
54.6	0.0001925774459975828
56.400000000000006	0.00018013032332397458
57.400000000000006	0.00012032257556087301
58.2	0.0002152294040843848
59.0	0.00016214373688451682
59.6	0.000226624275447747
60.0	0.0002752637012592427
60.400000000000006	0.00019842788017325287
61.0	0.0001891691027877011
61.6	0.0003833926158077292
62.6	0.00029424217284267296
63.0	0.00029178631693365026
64.0	0.0003564594320712634
64.4	0.00037081817793999913
65.0	0.00047877422910884296
65.4	0.00031069246771248625
66.0	0.00046799603346816225
66.8	0.00044338046740940204
68.60000000000001	0.0002835828733938021
69.4	0.00026492206660342184
70.60000000000001	0.038963724997518594
71.4	0.012849226952707992
73.0	0.0003274719910336209
73.60000000000001	0.00035358856494252825
74.0	0.0005014010436592637
74.8	0.0005203730079293782
76.0	0.0006350234577399758
77.0	0.00036453238402323594
77.80000000000001	0.0002959942422364693
78.80000000000001	0.0004151124594516834
80.0	0.000433357102794901
80.4	0.0002496036163425638
81.4	0.00027398705758603485
82.2	0.00018106309375660705
84.0	0.00016105725870579711
85.80000000000001	0.0001296030639118687
93.80000000000001	0.00014587715410566612
94.4	0.00011064073363844298
96.2	0.0001339392288503541
97.4	0.00015973526763473007
98.60000000000001	0.000186272854049027
99.80000000000001	0.00022463150842669824
100.2	0.00017038432281575675
101.0	0.0001414042001821188
102.2	0.0001809267487407718
103.0	0.00015520884022595974
104.0	0.00012038488054595778
104.80000000000001	0.00019348912291530687
105.4	0.0005607493010245844
106.0	0.01678393088401461
107.2	0.004390982108539009
108.80000000000001	0.0004226972958415373
110.2	0.00033020482603393224
111.4	0.00032171940764437934
112.0	0.00026939089476621386
112.4	0.00022735227114951967
113.0	0.00020400206513874198
114.2	0.0002092900623596015
115.4	0.00022204111617502197
116.80000000000001	0.00010501987406527546
117.60000000000001	0.00011912204292933922
137.8	0.00010612262370875179
138.4	0.00010414531298621273
141.20000000000002	0.002127719897355751
143.0	0.0033339748027429576
150.20000000000002	0.00021211866169289705
177.0	0.0002623537583535048
177.8	0.00021206628734371066
178.8	0.0008782711027544498
212.0	0.0027855592118703077
212.8	0.00016908864104930475
214.4	0.0006935274055556828
250.20000000000002	0.0006086463456171999
282.6	0.0005597343337746535
286.0	0.0004317836143288139
318.0	0.0007812299740879536
321.6	0.00020270033380744988
353.20000000000005	0.0004083816359649388
357.40000000000003	0.0002516592094432899
393.20000000000005	0.00017570829605283498
424.0	0.0003215334267344816
530.0	0.00019364174854152036
565.0	0.0001612668263505412
636.0	0.00010600462442547683
