Frequency (Hz)	Amplitude
150.0	0.0030612228941974493
163.1578947368421	0.0027908226444568157
200.0	0.0011596807881766311
210.5263157894737	0.0046565361118054436
331.5789473684211	0.003658923613501049
339.47368421052636	0.0008220095054225484
347.3684210526316	0.0009812578620856222
352.63157894736844	0.01068266341071928
423.68421052631584	0.010303635644116014
431.5789473684211	0.0009080317486547722
436.8421052631579	0.0007804768517894626
871.0526315789474	0.0005027916650938274
876.3157894736843	0.0008082773090919447
939.4736842105264	0.0005026966689626269
963.1578947368422	0.0016446604516768821
978.9473684210527	0.006906138531667958
984.2105263157896	0.002239996252493254
992.1052631578948	0.0017365549468993141
1005.2631578947369	0.0010735255517311721
1010.5263157894738	0.000699628873182581
1102.6315789473686	0.0015834767763745906
1313.1578947368423	0.0007007076194029327
1468.421052631579	0.0007553105579642035
1481.5789473684213	0.00507352744049492
1489.4736842105265	0.0007540410780630779
1928.9473684210527	0.0009094988138006465
1942.1052631578948	0.0019334535998523747
1955.2631578947369	0.00441436840368199
1968.4210526315792	0.001224377783922968
2155.263157894737	0.0005326544319070948
2618.421052631579	0.0009266642629728053
2631.5789473684213	0.009137593500612605
2647.3684210526317	0.0005330492023166479
2921.0526315789475	0.0006738396139191801
2934.2105263157896	0.0047443032674918196
2939.4736842105267	0.0015178320498843052
2950.0	0.0005772169404447108
3894.7368421052633	0.0006096535727386481
3900.0000000000005	0.0006545642842621049
3910.5263157894738	0.0021402658265839624
3921.0526315789475	0.0008080515391531576
3963.1578947368425	0.0010686480098323773
3976.3157894736846	0.007100389577396767
3981.5789473684213	0.0015130522907391935
4652.631578947368	0.0007386388208362414
4660.526315789474	0.0011978235141669583
4665.789473684211	0.00430919515206098
4673.684210526316	0.0012346303348825115
4886.842105263158	0.0011483557134809967
4894.736842105263	0.000678605585107649
5865.789473684211	0.0009620483237062785
6831.578947368422	0.0005207381077831251
6844.736842105263	0.0010183582200243328
6850.000000000001	0.0009802820174265032
7807.894736842106	0.0008296842488524843
7813.1578947368425	0.0008083338967476578
7821.0526315789475	0.0015868278007101714
7826.315789473685	0.0011539558900781285
7834.21052631579	0.0007345351010676607
8786.842105263158	0.0007692004507306885
8800.0	0.0013887613663448053
8805.263157894737	0.0009939727922842405
9773.684210526317	0.0005444516192268202
9781.578947368422	0.0007771480803483973
