freq_start	freq_stop	time_start	time_stop	amp_min	amp_max
31.25	97.3684210526316	0.0	15.0	0.18502014529792424	0.12758478903235404
75.0	105.26315789473684	0.0	15.0	0.283141101267248	0.730144835812919
75.0	110.5263157894737	0.0	15.0	0.283141101267248	0.3203863416156858
75.0	194.7368421052632	0.0	15.0	0.283141101267248	0.17861535863922368
75.0	202.63157894736844	0.0	15.0	0.283141101267248	0.4651424685539783
75.0	210.5263157894737	0.0	15.0	0.283141101267248	0.9796845215219813
127.5	215.78947368421052	0.0	15.0	0.1757851035354066	0.7229376797757235
127.5	223.6842105263158	0.0	15.0	0.1757851035354066	0.655112168137983
127.5	228.94736842105263	0.0	15.0	0.1757851035354066	0.41578167230575724
127.5	292.10526315789474	0.0	15.0	0.1757851035354066	0.1667969110040083
127.5	300.0	0.0	15.0	0.1757851035354066	0.43935287267970463
238.75	307.89473684210526	0.0	15.0	1.0	0.9506378551226624
238.75	313.15789473684214	0.0	15.0	1.0	1.0
238.75	321.0526315789474	0.0	15.0	1.0	0.9367027113655582
238.75	328.94736842105266	0.0	15.0	1.0	0.7540197916214623
238.75	334.2105263157895	0.0	15.0	1.0	0.45989570217091347
321.25	339.4736842105264	0.0	15.0	0.8030066318889745	0.3228091528511871
321.25	344.7368421052632	0.0	15.0	0.8030066318889745	0.2583585130027834
321.25	407.8947368421053	0.0	15.0	0.8030066318889745	0.16153822327850909
321.25	415.7894736842106	0.0	15.0	0.8030066318889745	0.22697908250468152
321.25	426.3157894736842	0.0	15.0	0.8030066318889745	0.194079865036421
393.75	434.2105263157895	0.0	15.0	0.281393918011551	0.24434040542587052
393.75	439.4736842105264	0.0	15.0	0.281393918011551	0.18133771264413942
393.75	513.1578947368422	0.0	15.0	0.281393918011551	0.10054377234845148
393.75	518.421052631579	0.0	15.0	0.281393918011551	0.08303596717646092
398.75	528.9473684210527	0.0	15.0	0.30050764769968513	0.0760283450988506
398.75	539.4736842105264	0.0	15.0	0.30050764769968513	0.07944555890603479
398.75	2239.4736842105267	0.0	15.0	0.30050764769968513	0.06911570186969657
398.75	2257.894736842105	0.0	15.0	0.30050764769968513	0.08504973689657526
398.75	2265.789473684211	0.0	15.0	0.30050764769968513	0.08249296463162795
518.75	2278.947368421053	0.0	15.0	0.27612388953679673	0.0954201542535488
518.75	2313.157894736842	0.0	15.0	0.27612388953679673	0.0959027133357927
518.75	2323.684210526316	0.0	15.0	0.27612388953679673	0.107300897837546
518.75	2331.5789473684213	0.0	15.0	0.27612388953679673	0.1418779340323793
518.75	2344.736842105264	0.0	15.0	0.27612388953679673	0.09938775520382592
546.25	2360.5263157894738	0.0	15.0	0.18442667493753997	0.14416312167587775
546.25	2381.5789473684213	0.0	15.0	0.18442667493753997	0.10222487225110564
546.25	2392.105263157895	0.0	15.0	0.18442667493753997	0.08532770556668269
546.25	2397.368421052632	0.0	15.0	0.18442667493753997	0.11785212007967996
546.25	2952.631578947369	0.0	15.0	0.18442667493753997	0.06906029894081012
600.0	3055.263157894737	0.0	15.0	0.5657523874119471	0.07314976145408364
